Name,Club,Age,Overall,Potential,Value,Wage,Attack Score,Efficiency,Value Efficiency,Player Level
Alejandro Remiro Gargallo,Real Sociedad,27,82,84,28000000.0,34000.0,27.666666666666668,0.9761904761904762,2.9285714285714287e-06,Good
Dani Rojas,AFC Richmond,26,82,83,36500000.0,74000.0,84.0,0.9879518072289156,2.2465753424657533e-06,Good
Florian Wirtz,Bayer 04 Leverkusen,19,82,91,66000000.0,38000.0,74.33333333333333,0.9010989010989011,1.2424242424242424e-06,Good
Antony Matheus dos Santos,Manchester United,22,82,88,49000000.0,130000.0,75.0,0.9318181818181818,1.673469387755102e-06,Good
Darwin Núñez,Liverpool,23,82,89,61500000.0,120000.0,84.33333333333333,0.9213483146067416,1.3333333333333334e-06,Good
Nico Schlotterbeck,Borussia Dortmund,22,82,88,44500000.0,47000.0,60.0,0.9318181818181818,1.8426966292134831e-06,Good
Bukayo Saka,Arsenal,20,82,89,60500000.0,76000.0,77.0,0.9213483146067416,1.3553719008264463e-06,Good
Daniel Olmo Carvajal,RB Leipzig,24,82,87,46000000.0,59000.0,78.33333333333333,0.9425287356321839,1.7826086956521738e-06,Good
Aurélien Tchouaméni,Real Madrid CF,22,82,89,61500000.0,145000.0,73.33333333333333,0.9213483146067416,1.3333333333333334e-06,Good
Ferran Torres García,FC Barcelona,22,82,88,49000000.0,150000.0,81.66666666666667,0.9318181818181818,1.673469387755102e-06,Good
Noussair Mazraoui,FC Bayern München,24,82,86,40500000.0,59000.0,73.66666666666667,0.9534883720930233,2.0246913580246915e-06,Good
Arnaut Danjuma,Villarreal CF,25,82,83,36500000.0,43000.0,82.33333333333333,0.9879518072289156,2.2465753424657533e-06,Good
Aaron Ramsdale,Arsenal,24,82,86,34500000.0,62000.0,32.0,0.9534883720930233,2.3768115942028985e-06,Good
Lucas Tolentino Coelho de Lima,West Ham United,24,82,87,46000000.0,77000.0,78.66666666666667,0.9425287356321839,1.7826086956521738e-06,Good
Denzel Dumfries,Inter,26,82,84,34500000.0,73000.0,69.66666666666667,0.9761904761904762,2.3768115942028985e-06,Good
Ruslan Malinovskyi,Atalanta,29,82,82,30500000.0,73000.0,82.0,1.0,2.6885245901639346e-06,Good
Raúl Jiménez,Wolverhampton Wanderers,31,82,82,25500000.0,110000.0,82.33333333333333,1.0,3.215686274509804e-06,Good
Josué Durval Chiamulera Vaz,Club Athletico Paranaense,30,82,82,25000000.0,23000.0,43.0,1.0,3.28e-06,Good
Lucas Luciano Mantela Patrício,Palmeiras,22,82,82,27000000.0,33000.0,30.0,1.0,3.0370370370370372e-06,Good
Ben Chilwell,Chelsea,25,82,85,37000000.0,110000.0,70.0,0.9647058823529412,2.216216216216216e-06,Good
André Miguel Valente da Silva,RB Leipzig,26,82,84,38000000.0,73000.0,83.66666666666667,0.9761904761904762,2.1578947368421054e-06,Good
Christian Pulisic,Chelsea,23,82,88,48000000.0,120000.0,76.66666666666667,0.9318181818181818,1.7083333333333334e-06,Good
Jordan Pickford,Everton,28,82,84,26000000.0,45000.0,34.0,0.9761904761904762,3.153846153846154e-06,Good
Sergi Darder Moll,RCD Espanyol de Barcelona,28,82,82,30500000.0,30000.0,75.66666666666667,1.0,2.6885245901639346e-06,Good
Willi Orban,RB Leipzig,29,82,82,25500000.0,65000.0,39.0,1.0,3.215686274509804e-06,Good
Idrissa Gueye,Everton,32,82,82,20500000.0,53000.0,71.33333333333333,1.0,4e-06,Good
Iñigo Martínez Berridi,Athletic Club de Bilbao,31,82,82,21000000.0,35000.0,58.333333333333336,1.0,3.904761904761905e-06,Good
Łukasz Fabiański,West Ham United,37,82,82,3400000.0,43000.0,27.0,1.0,2.411764705882353e-05,Good
Ivan Rakitić,Sevilla FC,34,82,82,14000000.0,39000.0,80.33333333333333,1.0,5.857142857142857e-06,Good
Dimitri Payet,Olympique de Marseille,35,82,82,12500000.0,40000.0,79.66666666666667,1.0,6.56e-06,Good
Rui Pedro dos Santos Patrício,Roma,34,82,82,5000000.0,59000.0,27.666666666666668,1.0,1.64e-05,Good
Olivier Giroud,AC Milan,35,82,82,13000000.0,66000.0,86.33333333333333,1.0,6.307692307692308e-06,Good
Simon Kjær,AC Milan,33,82,82,14500000.0,73000.0,53.333333333333336,1.0,5.6551724137931035e-06,Good
Yuri Berchiche Izeta,Athletic Club de Bilbao,32,82,82,21000000.0,35000.0,68.33333333333333,1.0,3.904761904761905e-06,Good
Toby Alderweireld,Royal Antwerp FC,33,82,82,14500000.0,30000.0,58.333333333333336,1.0,5.6551724137931035e-06,Good
Marko Arnautović,Bologna,33,82,82,19500000.0,51000.0,81.33333333333333,1.0,4.2051282051282055e-06,Good
César Azpilicueta Tanco,Chelsea,32,82,82,20000000.0,115000.0,58.666666666666664,1.0,4.1e-06,Good
Philippe Coutinho Correia,Aston Villa,30,82,82,29500000.0,100000.0,79.0,1.0,2.7796610169491524e-06,Good
Christian Eriksen,Manchester United,30,82,82,29000000.0,135000.0,77.0,1.0,2.8275862068965517e-06,Good
Raúl Albiol Tortajada,Villarreal CF,36,82,82,5500000.0,30000.0,40.666666666666664,1.0,1.490909090909091e-05,Good
Sebastián Coates,Sporting CP,31,82,82,21000000.0,19000.0,51.333333333333336,1.0,3.904761904761905e-06,Good
Lucas Digne,Aston Villa,28,82,82,27500000.0,100000.0,72.0,1.0,2.981818181818182e-06,Good
Francisco Román Alarcón Suárez,Sevilla FC,30,82,82,29500000.0,39000.0,74.0,1.0,2.7796610169491524e-06,Good
Geoffrey Kondogbia,Atlético de Madrid,29,82,82,29500000.0,71000.0,78.66666666666667,1.0,2.7796610169491524e-06,Good
Gabriel Armando de Abreu,Valencia CF,31,82,82,21000000.0,44000.0,51.333333333333336,1.0,3.904761904761905e-06,Good
José Ignacio Fernández Iglesias,Real Madrid CF,32,82,82,20000000.0,155000.0,41.0,1.0,4.1e-06,Good
Kevin Volland,AS Monaco,29,82,82,30500000.0,76000.0,85.66666666666667,1.0,2.6885245901639346e-06,Good
Leonardo Spinazzola,Roma,29,82,82,27000000.0,77000.0,68.33333333333333,1.0,3.0370370370370372e-06,Good
Steven Berghuis,Ajax,30,82,82,29500000.0,25000.0,82.0,1.0,2.7796610169491524e-06,Good
Anthony Lopes,Olympique Lyonnais,31,82,82,16000000.0,60000.0,26.666666666666668,1.0,5.125e-06,Good
Luis Muriel,Atalanta,31,82,82,25500000.0,70000.0,82.66666666666667,1.0,3.215686274509804e-06,Good
Wilfried Zaha,Crystal Palace,29,82,82,30000000.0,85000.0,80.0,1.0,2.733333333333333e-06,Good
Francesco Acerbi,Inter,34,82,82,10000000.0,59000.0,44.0,1.0,8.2e-06,Good
Evan Ndicka,Eintracht Frankfurt,22,81,85,34000000.0,30000.0,59.333333333333336,0.9529411764705882,2.3823529411764705e-06,Good
Tomáš Souček,West Ham United,27,81,83,28000000.0,75000.0,74.0,0.9759036144578314,2.8928571428571427e-06,Good
Antonín Barák,Fiorentina,27,81,82,30000000.0,41000.0,80.66666666666667,0.9878048780487805,2.7e-06,Good
Martin Terrier,Stade Rennais FC,25,81,84,34000000.0,61000.0,81.0,0.9642857142857143,2.3823529411764705e-06,Good
David Raum,RB Leipzig,24,81,85,34500000.0,49000.0,60.0,0.9529411764705882,2.347826086956522e-06,Good
Yves Bissouma,Tottenham Hotspur,25,81,86,34500000.0,88000.0,69.66666666666667,0.9418604651162791,2.347826086956522e-06,Good
Alphonse Areola,West Ham United,29,81,82,20000000.0,64000.0,30.666666666666668,0.9878048780487805,4.05e-06,Good
Ibrahim Sangaré,PSV,24,81,86,35500000.0,20000.0,70.0,0.9418604651162791,2.2816901408450703e-06,Good
Jesús Corona,Sevilla FC,29,81,81,25500000.0,40000.0,69.66666666666667,1.0,3.176470588235294e-06,Good
Thomas Delaney,Sevilla FC,30,81,81,21500000.0,33000.0,73.66666666666667,1.0,3.7674418604651163e-06,Good
Alexandre Lacazette,Olympique Lyonnais,31,81,81,22000000.0,81000.0,83.33333333333333,1.0,3.681818181818182e-06,Good
Nicolò Zaniolo,Roma,22,81,88,53000000.0,71000.0,80.66666666666667,0.9204545454545454,1.5283018867924528e-06,Good
Norberto Murara Neto,AFC Bournemouth,32,81,81,13000000.0,47000.0,28.0,1.0,6.2307692307692305e-06,Good
Ibrahima Konaté,Liverpool,23,81,88,48000000.0,90000.0,37.0,0.9204545454545454,1.6875e-06,Good
Pedro Antonio Porro Sauceda,Sporting CP,22,81,87,38500000.0,15000.0,75.0,0.9310344827586207,2.103896103896104e-06,Good
Marc Cucurella Saseta,Chelsea,23,81,85,34500000.0,90000.0,72.66666666666667,0.9529411764705882,2.347826086956522e-06,Good
Lisandro Martínez,Manchester United,24,81,86,35000000.0,95000.0,62.0,0.9418604651162791,2.3142857142857145e-06,Good
Matheus Santos Carneiro Da Cunha,Atlético de Madrid,23,81,86,39500000.0,60000.0,83.33333333333333,0.9418604651162791,2.050632911392405e-06,Good
Pedro António Pereira Gonçalves,Sporting CP,24,81,86,39000000.0,19000.0,82.0,0.9418604651162791,2.076923076923077e-06,Good
Mehdi Taremi,FC Porto,29,81,81,25500000.0,22000.0,83.0,1.0,3.176470588235294e-06,Good
Rodrygo Silva de Goes,Real Madrid CF,21,81,88,52500000.0,130000.0,77.33333333333333,0.9204545454545454,1.5428571428571428e-06,Good
Edmond Tapsoba,Bayer 04 Leverkusen,23,81,86,35000000.0,49000.0,55.0,0.9418604651162791,2.3142857142857145e-06,Good
Dejan Kulusevski,Tottenham Hotspur,22,81,87,41500000.0,105000.0,77.0,0.9310344827586207,1.9518072289156626e-06,Good
Bruno Guimarães Moura,Newcastle United,24,81,86,38500000.0,88000.0,68.0,0.9418604651162791,2.103896103896104e-06,Good
Joško Gvardiol,RB Leipzig,20,81,89,53000000.0,41000.0,58.666666666666664,0.9101123595505618,1.5283018867924528e-06,Good
Jamal Musiala,FC Bayern München,19,81,90,55500000.0,39000.0,74.33333333333333,0.9,1.4594594594594594e-06,Good
Sam Obisanya,AFC Richmond,22,81,88,52500000.0,55000.0,75.33333333333333,0.9204545454545454,1.5428571428571428e-06,Good
Pablo Sarabia García,Paris Saint-Germain,30,81,81,25000000.0,95000.0,78.0,1.0,3.24e-06,Good
Marc Bartra Aregall,Trabzonspor,31,81,81,17500000.0,44000.0,63.0,1.0,4.628571428571429e-06,Good
Felipe Augusto de Almeida Monteiro,Atlético de Madrid,33,81,81,12500000.0,57000.0,42.666666666666664,1.0,6.48e-06,Good
Harry Maguire,Manchester United,29,81,82,24000000.0,120000.0,63.666666666666664,0.9878048780487805,3.375e-06,Good
Juan Heberto Mestres de Mesquita,Clube Atlético Mineiro,26,81,81,24500000.0,43000.0,62.666666666666664,1.0,3.306122448979592e-06,Good
Marvin Oswaldo Rangel Azevedo,Flamengo,30,81,81,25500000.0,54000.0,83.0,1.0,3.176470588235294e-06,Good
Nailton Padrenda Mendes,Clube Atlético Mineiro,26,81,81,28000000.0,47000.0,76.33333333333333,1.0,2.8928571428571427e-06,Good
Welington Kauê Dano Nascimento,Clube Atlético Mineiro,22,81,81,27500000.0,37000.0,59.333333333333336,1.0,2.9454545454545456e-06,Good
Louri Adriano Bisesi Barbosa,RB Bragantino,30,81,81,25500000.0,27000.0,84.33333333333333,1.0,3.176470588235294e-06,Good
Rosival Jailson Dourado Santos,Sport Club Corinthians Paulista,22,81,81,27000000.0,31000.0,57.0,1.0,3e-06,Good
Adryan Juliano Zonta Torres,RB Bragantino,30,81,81,22000000.0,23000.0,67.0,1.0,3.681818181818182e-06,Good
Gianluca Mancini,Roma,26,81,83,28000000.0,68000.0,43.666666666666664,0.9759036144578314,2.8928571428571427e-06,Good
Guido Rodríguez,Real Betis Balompié,27,81,82,26500000.0,30000.0,62.666666666666664,0.9878048780487805,3.0566037735849056e-06,Good
Dayot Upamecano,FC Bayern München,23,81,87,37000000.0,54000.0,48.666666666666664,0.9310344827586207,2.1891891891891893e-06,Good
João Maria Palhinha Gonçalves,Fulham,26,81,83,28500000.0,66000.0,68.33333333333333,0.9759036144578314,2.8421052631578946e-06,Good
Denis Zakaria,Chelsea,25,81,86,34500000.0,95000.0,68.0,0.9418604651162791,2.347826086956522e-06,Good
Manuel Akanji,Manchester City,26,81,82,26500000.0,120000.0,50.0,0.9878048780487805,3.0566037735849056e-06,Good
André-Franck Zambo Anguissa,Napoli,26,81,83,28500000.0,58000.0,73.0,0.9759036144578314,2.8421052631578946e-06,Good
Kieran Tierney,Arsenal,25,81,85,33000000.0,82000.0,68.66666666666667,0.9529411764705882,2.4545454545454544e-06,Good
Marcus Rashford,Manchester United,24,81,85,37000000.0,120000.0,83.66666666666667,0.9529411764705882,2.1891891891891893e-06,Good
Richarlison de Andrade,Tottenham Hotspur,25,81,84,34500000.0,105000.0,81.66666666666667,0.9642857142857143,2.347826086956522e-06,Good
Gabriel dos S. Magalhães,Arsenal,24,81,87,37000000.0,74000.0,42.0,0.9310344827586207,2.1891891891891893e-06,Good
Henrikh Mkhitaryan,Inter,33,81,81,16000000.0,74000.0,81.33333333333333,1.0,5.0625e-06,Good
Nicolás Otamendi,SL Benfica,34,81,81,8500000.0,18000.0,57.0,1.0,9.529411764705882e-06,Good
Mario Götze,Eintracht Frankfurt,30,81,81,25000000.0,38000.0,76.66666666666667,1.0,3.24e-06,Good
Chris Smalling,Roma,32,81,81,16500000.0,68000.0,47.333333333333336,1.0,4.909090909090909e-06,Good
Nick Pope,Newcastle United,30,81,81,17000000.0,75000.0,27.666666666666668,1.0,4.764705882352941e-06,Good
Rafael Tolói,Atalanta,31,81,81,17500000.0,55000.0,51.666666666666664,1.0,4.628571428571429e-06,Good
Edinson Cavani,Valencia CF,35,81,81,11000000.0,37000.0,87.33333333333333,1.0,7.363636363636364e-06,Good
Éver Banega,Al Shabab,34,81,81,12000000.0,47000.0,74.33333333333333,1.0,6.75e-06,Good
Antonio Adán Garrido,Sporting CP,35,81,81,2900000.0,9000.0,27.0,1.0,2.793103448275862e-05,Good
Gareth Bale,Los Angeles FC,32,81,81,20500000.0,14000.0,83.66666666666667,1.0,3.951219512195122e-06,Good
Jan Vertonghen,RSC Anderlecht,35,81,81,7000000.0,21000.0,63.333333333333336,1.0,1.1571428571428571e-05,Good
Carlos Vela,Los Angeles FC,33,81,81,16000000.0,14000.0,79.33333333333333,1.0,5.0625e-06,Good
João Filipe Moutinho,Wolverhampton Wanderers,35,81,81,10500000.0,70000.0,70.66666666666667,1.0,7.714285714285714e-06,Good
Képler Laveran Lima Ferreira,FC Porto,39,81,81,4600000.0,12000.0,49.666666666666664,1.0,1.760869565217391e-05,Good
Giovani Lo Celso,Villarreal CF,26,81,83,31500000.0,100000.0,76.66666666666667,0.9759036144578314,2.5714285714285716e-06,Good
Oscar dos Santos Emboaba,Shanghai Port FC,30,81,81,25000000.0,28000.0,79.33333333333333,1.0,3.24e-06,Good
Joe Gomez,Liverpool,25,81,86,34000000.0,100000.0,39.333333333333336,0.9418604651162791,2.3823529411764705e-06,Good
José Pedro Malheiro de Sá,Wolverhampton Wanderers,29,81,82,20000000.0,74000.0,29.0,0.9878048780487805,4.05e-06,Good
Borja Iglesias Quintás,Real Betis Balompié,29,81,81,25500000.0,36000.0,83.66666666666667,1.0,3.176470588235294e-06,Good
James Ward-Prowse,Southampton,27,81,82,29500000.0,69000.0,73.66666666666667,0.9878048780487805,2.745762711864407e-06,Good
Lucas Ocampos,Ajax,27,81,81,27500000.0,39000.0,82.0,1.0,2.9454545454545456e-06,Good
Edin Višća,Trabzonspor,32,81,81,20500000.0,48000.0,79.0,1.0,3.951219512195122e-06,Good
Téji Savanier,Montpellier Hérault SC,30,81,81,25000000.0,33000.0,76.33333333333333,1.0,3.24e-06,Good
Emil Forsberg,RB Leipzig,30,81,81,25000000.0,62000.0,74.0,1.0,3.24e-06,Good
Lucas Vázquez Iglesias,Real Madrid CF,31,81,81,18500000.0,140000.0,77.33333333333333,1.0,4.3783783783783785e-06,Good
Gaëtan Laborde,OGC Nice,28,81,81,26500000.0,61000.0,82.33333333333333,1.0,3.0566037735849056e-06,Good
Jonas Hofmann,Borussia Mönchengladbach,29,81,81,25500000.0,40000.0,78.33333333333333,1.0,3.176470588235294e-06,Good
Nicolás Tagliafico,Olympique Lyonnais,29,81,81,22500000.0,72000.0,63.666666666666664,1.0,3.6e-06,Good
Kerem Demirbay,Bayer 04 Leverkusen,28,81,81,25500000.0,65000.0,77.66666666666667,1.0,3.176470588235294e-06,Good
Odisseas Vlachodimos,SL Benfica,28,81,83,22000000.0,15000.0,25.333333333333332,0.9759036144578314,3.681818181818182e-06,Good
Vincenzo Grifo,Sport-Club Freiburg,29,81,81,25500000.0,40000.0,77.33333333333333,1.0,3.176470588235294e-06,Good
Robert Andrich,Bayer 04 Leverkusen,27,81,82,26500000.0,57000.0,76.66666666666667,0.9878048780487805,3.0566037735849056e-06,Good
Robin Le Normand,Real Sociedad,25,81,86,34000000.0,36000.0,26.666666666666668,0.9418604651162791,2.3823529411764705e-06,Good
Ricardo Jorge da Luz Horta,SC Braga,27,81,81,28000000.0,23000.0,82.33333333333333,1.0,2.8928571428571427e-06,Good
Stanislav Lobotka,Napoli,27,81,82,29500000.0,64000.0,69.33333333333333,0.9878048780487805,2.745762711864407e-06,Good
Kalvin Phillips,Manchester City,26,81,85,32000000.0,120000.0,67.66666666666667,0.9529411764705882,2.53125e-06,Good
Mateus Uribe,FC Porto,31,81,81,21000000.0,19000.0,77.66666666666667,1.0,3.857142857142857e-06,Good
Lucas Torreira,Galatasaray SK,26,81,83,28500000.0,73000.0,72.0,0.9759036144578314,2.8421052631578946e-06,Good
Mario Pašalić,Atalanta,27,81,81,27500000.0,60000.0,82.66666666666667,1.0,2.9454545454545456e-06,Good
Naby Keïta,Liverpool,27,81,82,29500000.0,115000.0,74.66666666666667,0.9878048780487805,2.745762711864407e-06,Good
Corentin Tolisso,Olympique Lyonnais,27,81,81,27500000.0,75000.0,80.33333333333333,1.0,2.9454545454545456e-06,Good
Hirving Lozano,Napoli,26,81,81,28000000.0,69000.0,78.33333333333333,1.0,2.8928571428571427e-06,Good
Matteo Politano,Napoli,28,81,81,26000000.0,72000.0,76.66666666666667,1.0,3.1153846153846153e-06,Good
Allan Saint-Maximin,Newcastle United,25,81,83,32500000.0,95000.0,76.66666666666667,0.9759036144578314,2.492307692307692e-06,Good
Seko Fofana,Racing Club de Lens,27,81,81,27500000.0,43000.0,77.33333333333333,1.0,2.9454545454545456e-06,Good
Iñaki Williams Arthuer,Athletic Club de Bilbao,28,81,81,26500000.0,40000.0,82.33333333333333,1.0,3.0566037735849056e-06,Good
Juan Musso,Atalanta,28,81,82,20500000.0,47000.0,30.666666666666668,0.9878048780487805,3.951219512195122e-06,Good
Benjamin Bourigeaud,Stade Rennais FC,28,81,81,26000000.0,66000.0,78.0,1.0,3.1153846153846153e-06,Good
Youssef En-Nesyri,Sevilla FC,25,80,85,31500000.0,35000.0,82.66666666666667,0.9411764705882353,2.53968253968254e-06,Good
Javier Galán Gil,RC Celta de Vigo,27,80,80,20500000.0,28000.0,60.0,1.0,3.9024390243902435e-06,Good
Florian Neuhaus,Borussia Mönchengladbach,25,80,84,29000000.0,34000.0,72.66666666666667,0.9523809523809523,2.7586206896551725e-06,Good
Harvey Barnes,Leicester City,24,80,83,29000000.0,77000.0,79.33333333333333,0.963855421686747,2.7586206896551725e-06,Good
Alexander Isak,Newcastle United,22,80,85,33000000.0,90000.0,81.0,0.9411764705882353,2.4242424242424244e-06,Good
Luis Sinisterra,Leeds United,23,80,86,33500000.0,48000.0,74.66666666666667,0.9302325581395349,2.3880597014925373e-06,Good
Xaver Schlager,RB Leipzig,24,80,84,27500000.0,46000.0,73.0,0.9523809523809523,2.9090909090909093e-06,Good
Daichi Kamada,Eintracht Frankfurt,25,80,82,26500000.0,34000.0,69.66666666666667,0.975609756097561,3.0188679245283018e-06,Good
Mauro Arambarri,Getafe CF,26,80,85,28000000.0,32000.0,66.0,0.9411764705882353,2.8571428571428573e-06,Good
Alban Lafont,FC Nantes,23,80,85,25500000.0,21000.0,20.333333333333332,0.9411764705882353,3.137254901960784e-06,Good
Maikel Renan Catarino Fagundes,Sport Club Corinthians Paulista,26,80,80,21000000.0,34000.0,52.333333333333336,1.0,3.8095238095238094e-06,Good
Renato Júnior Luz Sanches,Paris Saint-Germain,24,80,85,31500000.0,72000.0,76.66666666666667,0.9411764705882353,2.53968253968254e-06,Good
Arthur Henrique Ramos Oliveira Melo,Liverpool,25,80,82,26500000.0,100000.0,67.33333333333333,0.975609756097561,3.0188679245283018e-06,Good
Tony Josimar Abranjes Meneses,Internacional,34,80,80,7000000.0,32000.0,40.0,1.0,1.1428571428571429e-05,Good
Laureano Thomas Santeiro Marre,Fluminense,22,80,80,25000000.0,27000.0,73.66666666666667,1.0,3.2e-06,Good
Héniton Enaldo Pires Tramontino,Flamengo,26,80,80,16500000.0,35000.0,27.666666666666668,1.0,4.848484848484849e-06,Good
Mattéo Guendouzi,Olympique de Marseille,23,80,86,33000000.0,41000.0,70.0,0.9302325581395349,2.4242424242424244e-06,Good
Leon Bailey,Aston Villa,24,80,83,29000000.0,77000.0,79.33333333333333,0.963855421686747,2.7586206896551725e-06,Good
Aaron Wan-Bissaka,Manchester United,24,80,83,26500000.0,90000.0,61.0,0.963855421686747,3.0188679245283018e-06,Good
Djibril Sow,Eintracht Frankfurt,25,80,82,26500000.0,34000.0,72.0,0.975609756097561,3.0188679245283018e-06,Good
Mario Hermoso Canseco,Atlético de Madrid,27,80,82,22500000.0,53000.0,57.0,0.975609756097561,3.5555555555555555e-06,Good
Davide Calabria,AC Milan,25,80,83,25500000.0,60000.0,55.666666666666664,0.963855421686747,3.137254901960784e-06,Good
Edson Álvarez,Ajax,24,80,84,27500000.0,17000.0,61.0,0.9523809523809523,2.9090909090909093e-06,Good
Teun Koopmeiners,Atalanta,24,80,84,30000000.0,49000.0,72.33333333333333,0.9523809523809523,2.666666666666667e-06,Good
Boubacar Kamara,Aston Villa,22,80,86,31000000.0,69000.0,55.333333333333336,0.9302325581395349,2.5806451612903224e-06,Good
Viktor Tsygankov,Dynamo Kyiv,24,80,85,32000000.0,1000.0,74.66666666666667,0.9411764705882353,2.5e-06,Good
Marko Dmitrović,Sevilla FC,30,80,81,16000000.0,25000.0,29.333333333333332,0.9876543209876543,5e-06,Good
Isaac McAdoo,AFC Richmond,26,80,83,24500000.0,54000.0,60.0,0.963855421686747,3.2653061224489794e-06,Good
